Kabupaten/Kota,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Tahun
,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Padi-Padian Per Kabupaten/kota (Satuan Komoditas),,,,,,,2022
,PADI-PADIAN,"Beras (beras lokal, kualitas unggul, impor)",Beras ketan,Jagung basah dengan kulit,Jagung pipilan/beras jagung/jagung titil,Tepung terigu,Padi-padian lainnya,2022
Tulungagung,0,1.407,0.003,0.028,0.002,0.029,0.004,2023
Blitar,0,1.25,0.004,0.036,0.013,0.024,0.007,2023
Kediri,0,1.456,0.009,0.048,0.028,0.038,0.004,2023
Malang,0,1.377,0.01,0.064,0.047,0.053,0.006,2023
Lumajang,0,1.693,0.012,0.107,0.084,0.066,0.002,2023
Jember,0,1.66,0.004,0.132,0.051,0.057,0.002,2023
Banyuwangi,0,1.653,0.003,0.125,0.012,0.031,0.002,2023
Bondowoso,0,1.54,0.003,0.105,0.066,0.057,0.002,2023
Situbondo,0,1.646,0.002,0.079,0.06,0.029,0.001,2023
Probolinggo,0,1.693,0.004,0.052,0.121,0.032,0.002,2023
Pasuruan,0,1.508,0.006,0.07,0.057,0.047,0.001,2023
Sidoarjo,0,1.248,0.003,0.063,0.003,0.034,0.001,2023
Mojokerto,0,1.454,0.004,0.135,0.012,0.05,0.003,2023
Jombang,0,1.314,0.004,0.073,0.011,0.033,0.004,2023
Nganjuk,0,1.506,0.005,0.055,0.011,0.049,0.002,2023
Madiun,0,1.44,0.018,0.045,0.004,0.063,0.004,2023
Magetan,0,1.408,0.001,0.026,0.001,0.058,0.003,2023
Ngawi,0,1.576,0.001,0.02,0.003,0.065,0.001,2023
Bojonegoro,0,1.726,0.001,0.069,0.009,0.065,0.027,2023
Tuban,0,1.588,0.017,0.063,0.033,0.055,0.007,2023
Lamongan,0,1.66,0.006,0.056,0.026,0.059,0.003,2023
Gresik,0,1.249,0.002,0.058,0.004,0.054,0.003,2023
Bangkalan,0,1.738,0.006,0.022,0.097,0.035,0.001,2023
Sampang,0,1.904,0,0.006,0.131,0.008,-,2023
Pamekasan,0,1.473,0.002,0.013,0.169,0.029,0,2023
Sumenep,0,1.589,0.014,0.032,0.315,0.059,0.001,2023
Kota Kediri,0,1.248,0,0.057,0.004,0.025,0.001,2023
Kota Blitar,0,1.123,0.002,0.037,0.007,0.021,0.002,2023
Kota Malang,0,1.173,0.004,0.046,0.012,0.046,0.004,2023
Kota Probolinggo,0,1.488,0.001,0.048,0.036,0.018,0.013,2023
Kota Pasuruan,0,1.311,0.001,0.054,0.006,0.04,0.001,2023
Kota Mojokerto,0,1.243,0.002,0.074,0.002,0.028,0.002,2023
Kota Madiun,0,1.169,0.002,0.035,0.004,0.038,0,2023
Kota Surabaya,0,1.255,0.001,0.066,0.004,0.037,0.002,2023
Kota Batu,0,1.204,0.004,0.036,0.015,0.064,0,2023
Pandeglang,0,2.133,0.007,0.016,0.001,0.055,0,2023
Lebak,0,1.974,0.023,0.026,0.002,0.116,0,2023
Tangerang,0,1.541,0.005,0.03,0.003,0.061,0,2023
Serang,0,1.656,0.017,0.033,0.001,0.076,0,2023
Kota Tangerang,0,1.461,0.006,0.046,0.004,0.061,0,2023
Kota Cilegon,0,1.297,0.005,0.044,0.001,0.049,0.001,2023
Kota Serang,0,1.531,0.006,0.034,0.005,0.06,0.001,2023
Kota Tangerang Selatan,0,1.302,0.009,0.036,0.001,0.06,0.001,2023
Jembrana,0,1.963,0.002,0.049,0.005,0.01,0,2023
Tabanan,0,1.878,0.002,0.028,0.001,0.008,0.001,2023
Badung,0,1.651,0.002,0.061,0.002,0.015,-,2023
Gianyar,0,1.925,0.001,0.025,0.002,0.001,0,2023
Klungkung,0,2.072,0.014,0.059,0.092,0.003,0,2023
Bangli,0,1.95,0.001,0.037,0.003,0.01,0.002,2023
Karangasem,0,2.112,0.004,0.019,0.009,0.004,0,2023
Buleleng,0,2.033,0.002,0.062,0.037,0.008,0.001,2023
Kota Denpasar,0,1.534,0.002,0.082,0.003,0.014,0.001,2023
Lombok Barat,0,1.778,0.004,0.125,0.007,0.015,0.001,2023
Lombok Tengah,0,1.826,0.012,0.099,0.004,0.025,0.002,2023
Lombok Timur,0,2.149,0.013,0.137,0.007,0.027,0,2023
Sumbawa,0,1.835,0.011,0.111,0.003,0.043,0,2023
Dompu,0,1.916,0.003,0.075,0.005,0.007,0,2023
Bima,0,1.896,0.01,0.116,0.003,0.009,0.001,2023
Sumbawa Barat,0,1.976,0.006,0.082,0.01,0.024,0.002,2023
Lombok Utara,0,1.933,0.003,0.088,0.006,0.021,0.002,2023
Kota Mataram,0,1.558,0.002,0.084,0.008,0.022,0.002,2023
Kota Bima,0,1.683,0,0.058,0.003,0.013,0,2023
Sumba Barat,0,1.972,-,0.018,0.216,0.005,0,2023
Sumba Timur,0,2.207,0.002,0.09,0.239,0.008,-,2023
Kupang,0,2.002,0.001,0.166,0.177,0.034,0,2023
Timor Tengah Selatan,0,1.669,-,0.304,0.317,0.05,0.001,2023
Timor Tengah Utara,0,2.027,-,0.19,0.103,0.028,-,2023
Belu,0,2.02,0,0.072,0.109,0.007,0,2023
Alor,0,1.483,0.002,0.189,0.184,0.06,0.002,2023
Lembata,0,1.594,0,0.121,0.278,0.053,0.014,2023
Flores Timur,0,2.216,0.001,0.078,0.164,0.06,0.002,2023
Sikka,0,1.899,0.02,0.074,0.061,0.009,0.004,2023
Ende,0,2.362,0.001,0.169,0.032,0.022,0.003,2023
Ngada,0,1.813,0.007,0.075,0.159,0.017,0.004,2023
Manggarai,0,2.363,0,0.024,0.084,0.017,0.001,2023
Rote Ndao,0,1.987,0,0.074,0.006,0.024,0,2023
Manggarai Barat,0,2.315,0.001,0.023,0.028,0.021,0.004,2023
Sumba Tengah,0,1.815,0.003,0.054,0.418,0.003,-,2023
Sumba Barat Daya,0,1.729,0,0.075,0.565,0.01,0,2023
Nagekeo,0,1.859,0.001,0.083,0.154,0.016,0.001,2023
Manggarai Timur,0,2.739,0.001,0.057,0.165,0.025,0,2023
Sabu Raijua,0,2.336,0.003,0.185,0.016,0.009,0.002,2023
Malaka,0,2.07,0.004,0.151,0.169,0.007,-,2023
Kota Kupang,0,1.651,0.003,0.065,0.033,0.025,0,2023
Sambas,0,1.622,0.007,0.017,0.001,0.054,0,2023
Bengkayang,0,1.942,0.015,0.022,0.003,0.03,-,2023
Landak,0,1.982,0.027,0.015,0.004,0.035,-,2023
Mempawah,0,1.62,0.005,0.019,0.007,0.054,0.001,2023
Sanggau,0,1.504,0.004,0.005,0.003,0.024,0,2023
Ketapang,0,1.545,0.021,0.005,0,0.022,0,2023
Sintang,0,1.697,0.007,0.01,-,0.023,0.001,2023
Kapuas Hulu,0,1.759,0.028,0.031,0.001,0.071,-,2023
Sekadau,0,1.783,0.014,0.005,-,0.042,-,2023
Melawi,0,1.739,0.007,0.005,0.002,0.039,0,2023
Kayong Utara,0,1.76,0.011,0.01,0.001,0.046,0.001,2023
Kubu Raya,0,1.511,0.009,0.019,0.014,0.048,0.001,2023
Kota Pontianak,0,1.232,0.005,0.04,0.014,0.044,0.003,2023
Kota Singkawang,0,1.317,0.008,0.02,0.004,0.035,0.004,2023
Kotawaringin Barat,0,1.519,0.007,0.033,0.004,0.063,0.003,2023
Kotawaringin Timur,0,1.629,0.006,0.018,0.003,0.053,0.001,2023
Kapuas,0,1.752,0.001,0.028,0.002,0.069,0.001,2023
Barito Selatan,0,1.976,0.001,0.017,0.001,0.061,0,2023
Barito Utara,0,1.561,0.005,0.029,0,0.054,-,2023
Sukamara,0,1.508,0.002,0.005,0.002,0.04,0.004,2023
Lamandau,0,1.577,0.006,0.034,0.002,0.085,0,2023
Seruyan,0,1.676,0.003,0.018,0,0.059,-,2023
Katingan,0,1.599,0.018,0.014,0,0.034,0,2023
Pulang Pisau,0,1.82,0,0.019,0.001,0.086,-,2023
Gunung Mas,0,1.588,0.004,0.043,0.001,0.028,-,2023
Barito Timur,0,1.711,0.002,0.023,-,0.094,0.001,2023
Murung Raya,0,1.721,0.004,0.024,-,0.019,0,2023
Kota Palangka Raya,0,1.352,0.002,0.025,0.001,0.044,0,2023
Tanah Laut,0,1.582,0,0.03,0.001,0.07,0.002,2023
Kota Baru,0,1.446,0.004,0.028,0.004,0.08,0.001,2023
Banjar,0,1.574,0.001,0.047,0.001,0.065,0,2023
Barito Kuala,0,1.727,0.003,0.036,0.002,0.057,0,2023
Tapin,0,1.638,0.002,0.036,0.001,0.053,0.002,2023
Hulu Sungai Selatan,0,1.712,0.003,0.024,0.001,0.037,0,2023
Hulu Sungai Tengah,0,1.714,0.003,0.078,0.001,0.051,0.001,2023
Hulu Sungai Utara,0,1.693,0.001,0.039,0.002,0.059,0,2023
Tabalong,0,1.45,0.004,0.012,0,0.106,0.002,2023
Tanah Bumbu,0,1.337,0.004,0.039,0.005,0.08,0.001,2023
Balangan,0,1.634,0.003,0.035,0.002,0.077,-,2023
Kota Banjarmasin,0,1.432,0.001,0.029,0.001,0.026,0.001,2023
Kota Banjar Baru,0,1.245,0.002,0.055,0.001,0.062,0.003,2023
Paser,0,1.354,0.007,0.024,0.011,0.097,0,2023
Kutai Barat,0,1.542,0.006,0.053,0.001,0.05,0,2023
Kutai Kartanegara,0,1.418,0.009,0.032,0.002,0.065,0.001,2023
Kutai Timur,0,1.502,0.008,0.019,0.002,0.065,0,2023
Berau,0,1.378,0.008,0.029,0.002,0.062,0.002,2023
Penajam Paser Utara,0,1.47,0.005,0.035,0.008,0.075,0,2023
Mahakam Ulu,0,1.56,0.031,0.014,0.001,0.053,0,2023
Kota Balikpapan,0,1.29,0.003,0.038,0.003,0.055,0.001,2023
Kota Samarinda,0,1.201,0.004,0.04,0.004,0.066,0.001,2023
Kota Bontang,0,1.188,0.004,0.053,0.005,0.05,0.002,2023
Malinau,0,1.639,0.021,0.027,0.001,0.048,0.001,2023
Bulungan,0,1.642,0.005,0.019,0.002,0.072,0.001,2023
Tana Tidung,0,1.432,0.011,0.019,0.002,0.087,0.003,2023
Nunukan,0,1.499,0.003,0.064,0.009,0.076,0.001,2023
Kota Tarakan,0,1.335,0.003,0.032,0.002,0.066,0.001,2023
Bolaang Mongondow,0,1.939,0.001,0.031,0.032,0.058,0,2023
Minahasa,0,1.874,0.002,0.039,0.012,0.061,0,2023
Kepulauan Sangihe,0,1.693,0.002,0.001,-,0.04,-,2023
Kepulauan Talaud,0,1.716,0.005,0.003,0.004,0.065,-,2023
Minahasa Selatan,0,2.039,0.001,0.014,0.018,0.059,0,2023
Minahasa Utara,0,1.785,0.004,0.02,0,0.053,0,2023
Bolaang Mongondow Utara,0,1.979,0.015,0.027,0.012,0.052,-,2023
Siau Tagulandang Biaro,0,1.873,0.001,0.003,0.002,0.024,-,2023
Minahasa Tenggara,0,2.074,0.005,0.009,0.002,0.048,-,2023
Bolaang Mongondow Selatan,0,1.841,0.004,0.011,0.101,0.038,-,2023
Bolaang Mongondow Timur,0,2.087,0.002,0.02,0.014,0.047,0,2023
Kota Manado,0,1.609,0,0.009,0.01,0.027,0,2023
Kota Bitung,0,1.981,0.002,0.021,0.009,0.046,-,2023
Kota Tomohon,0,1.845,0,0.021,0.015,0.04,0.001,2023
Kota Kotamobagu,0,1.755,0.002,0.022,0.012,0.045,0,2023
Banggai Kepulauan,0,1.822,0.002,0.029,0,0.009,-,2023
Banggai,0,1.975,0.002,0.036,0.004,0.029,0,2023
Morowali,0,1.979,0.011,0.029,0,0.056,0,2023
Poso,0,2.1,0.003,0.028,0.003,0.052,0,2023
Donggala,0,2.346,0.008,0.068,0.032,0.053,0.001,2023
Toli-Toli,0,1.66,0.006,0.073,0.003,0.045,0.001,2023
Buol,0,1.637,0.001,0.063,0.003,0.039,-,2023
Parigi Moutong,0,1.768,0.007,0.071,0.015,0.039,0.001,2023
Tojo Una-Una,0,1.737,0,0.026,0.02,0.033,-,2023
Sigi,0,1.949,0.006,0.038,0.026,0.057,-,2023
Banggai Laut,0,2.041,0.006,0.007,0.001,0.025,0.002,2023
Morowali Utara,0,1.958,0.008,0.037,0.024,0.051,0,2023
Kota Palu,0,1.786,0.004,0.064,0.012,0.06,0.002,2023
Kepulauan Selayar,0,1.859,0.018,0.038,0.08,0.146,0.002,2023
Bulukumba,0,1.818,0.032,0.09,0.058,0.145,0.003,2023
Bantaeng,0,1.629,0.014,0.043,0.07,0.118,0.003,2023
Jeneponto,0,1.991,0.014,0.038,0.013,0.143,0.01,2023
Takalar,0,1.92,0.009,0.026,0.003,0.138,-,2023
Gowa,0,1.88,0.025,0.072,0.007,0.131,-,2023
Sinjai,0,1.707,0.025,0.108,0.021,0.112,0.001,2023
Maros,0,1.882,0.005,0.092,0.004,0.112,0,2023
Pangkajene dan Kepulauan,0,2.199,0.021,0.06,0.006,0.155,0.003,2023
Barru,0,1.823,0.01,0.055,0,0.128,0,2023
Bone,0,1.799,0.019,0.098,0.003,0.121,0.002,2023
Soppeng,0,1.769,0.024,0.058,0.005,0.082,0.001,2023
Wajo,0,1.565,0.05,0.074,0.005,0.099,0.011,2023
Sidenreng Rappang,0,1.738,0.007,0.062,0.008,0.047,0.001,2023
Pinrang,0,1.586,0.008,0.056,0.011,0.079,0.004,2023
Enrekang,0,1.747,0.014,0.035,0.004,0.075,0.008,2023
Luwu,0,1.846,0.032,0.046,0.001,0.077,0.003,2023
Tana Toraja,0,2.108,0.011,0.036,0.025,0.037,0,2023
Luwu Utara,0,1.992,0.011,0.106,0.008,0.082,0.003,2023
Luwu Timur,0,1.916,0.01,0.056,0.006,0.048,0.001,2023
Toraja Utara,0,2.1,0.031,0.037,-,0.033,0.001,2023
Kota Makasar,0,1.68,0.005,0.055,0.004,0.072,0.002,2023
Kota Parepare,0,1.664,0.006,0.069,0.014,0.049,0.011,2023
Kota Palopo,0,1.597,0.001,0.062,0.005,0.049,0.003,2023
Buton,0,1.844,0.015,0.09,0.046,0.053,-,2023
Muna,0,1.893,0,0.051,0.118,0.036,0.001,2023
Konawe,0,1.882,0.001,0.07,0.001,0.073,0.006,2023
Kolaka,0,1.89,0.015,0.041,0.001,0.085,0,2023
Konawe Selatan,0,1.885,0.002,0.06,0.002,0.067,-,2023
Bombana,0,1.966,0.005,0.064,0.007,0.078,0.005,2023
Wakatobi,0,1.908,0.004,0.016,0.004,0.022,-,2023
Kolaka Utara,0,1.839,0.012,0.09,0.004,0.082,0.001,2023
Buton Utara,0,2.063,0.004,0.049,0.006,0.03,0,2023
Konawe Utara,0,1.7,0.001,0.068,0.007,0.047,0.002,2023
Kolaka Timur,0,1.844,0.003,0.037,0,0.082,0,2023
Konawe Kepulauan,0,1.882,0.002,0.041,0.004,0.061,0,2023
Muna Barat,0,1.944,0.001,0.046,0.088,0.028,0,2023
Buton Tengah,0,1.753,0.001,0.016,0.04,0.032,0,2023
Buton Selatan,0,1.807,0.003,0.076,0.117,0.018,0.014,2023
Kota Kendari,0,1.688,0.01,0.055,0.009,0.046,0.005,2023
Kota Baubau,0,1.675,0.012,0.018,0.009,0.021,0.005,2023
Boalemo,0,1.92,0.003,0.123,0.168,0.043,-,2023
Gorontalo,0,1.81,0.001,0.048,0.076,0.018,-,2023
Pohuwato,0,1.881,0,0.041,0.047,0.017,-,2023
Bone Bolango,0,1.634,0,0.031,0.066,0.02,-,2023
Gorontalo Utara,0,1.898,0.004,0.066,0.058,0.023,0,2023
Kota Gorontalo,0,1.58,0.002,0.036,0.013,0.014,-,2023
Majene,0,2.052,0.01,0.055,0,0.124,0.001,2023
Polewali Mandar,0,2.125,0.014,0.092,0.004,0.112,0,2023
Mamasa,0,2.179,0.01,0.011,0.002,0.046,0.001,2023
Mamuju,0,1.914,0.018,0.087,0.008,0.077,0,2023
Mamuju Utara,0,1.944,0.008,0.08,0.005,0.112,0,2023
Mamuju Tengah,0,1.903,0.008,0.041,0.004,0.082,0.001,2023
Maluku Tenggara Barat,0,1.575,0,0.09,0.003,0.017,0.002,2023
Maluku Tenggara,0,1.672,0.001,0.006,-,0.021,-,2023
Maluku Tengah,0,1.514,0.002,0.041,0.005,0.072,-,2023
Buru,0,1.604,0.028,0.011,0,0.054,0,2023
Kepulauan Aru,0,1.41,0.001,0.004,0.001,0.009,-,2023
Seram Bagian Barat,0,1.455,0.005,0.019,0,0.048,0.002,2023
Seram Bagian Timur,0,1.222,0.002,0.007,0,0.071,-,2023
Maluku Barat Daya,0,1.727,0.003,0.09,0.597,0.056,0.001,2023
Buru Selatan,0,1.427,0.001,0.013,0.005,0.055,-,2023
Kota Ambon,0,1.498,0.001,0.012,0.003,0.029,-,2023
Kota Tual,0,1.892,0.003,0.004,0.005,0.026,0.003,2023
Halmahera Barat,0,1.863,0,0.013,-,0.042,0,2023
Halmahera Tengah,0,1.39,0.001,0.028,0,0.063,-,2023
Kepulauan Sula,0,2.093,0,0.038,0.002,0.014,-,2023
Halmahera Selatan,0,1.699,-,0.032,0,0.04,-,2023
Halmahera Utara,0,1.37,0,0.008,0.002,0.047,-,2023
Halmahera Timur,0,1.289,0.002,0.02,0.008,0.051,-,2023
Pulau Morotai,0,1.493,0.004,0.059,0.003,0.085,0,2023
Pulau Taliabu,0,2.013,0.003,0.021,0.001,0.031,-,2023
Kota Ternate,0,1.514,-,0.001,0,0.022,0,2023
Kota Tidore Kepulauan,0,1.477,0.001,0.024,0.004,0.03,0.001,2023
Fakfak,0,1.487,0.007,0.023,0.005,0.068,0,2023
Kaimana,0,1.398,0.006,0.028,0,0.057,0.001,2023
Teluk Wondama,0,1.271,-,0.021,0.002,0.024,-,2023
Teluk Bintuni,0,1.343,0.006,0.018,0.003,0.055,0,2023
Manokwari,0,1.522,0,0.018,0.002,0.029,0.001,2023
Manokwari Selatan,0,1.511,-,0.016,0.003,0.044,-,2023
Pegunungan Arfak,0,1.406,0.006,0.06,0.002,0.005,-,2023
Raja Ampat,0,1.569,0.001,0.009,0.001,0.093,-,2023
Sorong,0,1.49,0,0.022,0.002,0.08,-,2023
Sorong Selatan,0,0.714,0.001,0.003,-,0.018,-,2023
Maybrat,0,1.292,0.028,0.025,0,0.018,0,2023
Tambrauw,0,1.259,-,0.002,0.001,0.024,-,2023
Kota Sorong,0,1.509,0,0.014,0.001,0.044,0.004,2023
Jayapura,0,1.379,0.001,0.053,0.002,0.077,0.002,2023
Kepulauan Yapen,0,1.308,0,0.002,-,0.031,-,2023
Biak Numfor,0,1.461,-,0.005,0,0.016,-,2023
Sarmi,0,1.442,-,0.005,-,0.033,-,2023
Keerom,0,1.3,-,0.022,0,0.055,0.001,2023
Waropen,0,1.315,0.001,0.011,0.001,0.037,-,2023
Supiori,0,1.788,0.001,0.008,0.001,0.063,-,2023
Mamberamo Raya,0,0.938,-,-,-,-,-,2023
Kota Jayapura,0,1.396,-,0.02,0.002,0.069,0.009,2023
Merauke,0,1.469,0.002,0.039,0.002,0.061,0,2023
Boven Digoel,0,1.106,0.002,0.018,-,0.012,0.001,2023
Mappi,0,0.999,0,0.002,-,0.011,-,2023
Asmat,0,1.123,0.008,0.003,-,0.014,-,2023
Mimika,0,1.414,-,0.015,0.001,0.034,0,2023
Dogiyai,0,1.103,0.001,0.078,0.002,0.002,-,2023
Deiyai,0,0.757,-,0.092,0.001,-,-,2023
Nabire,0,1.586,0,0.03,0.001,0.062,0.003,2023
Paniai,0,0.907,-,0.071,-,-,-,2023
Intan Jaya,0,0.643,-,0.102,0.002,0.042,-,2023
Puncak,0,0.174,-,-,-,-,-,2023
Puncak Jaya,0,1.009,0.032,-,-,-,-,2023
Nduga,0,0.428,0.002,0.083,0.004,-,-,2023
Jayawijaya,0,1.123,0.001,0.06,0.002,0.002,0.001,2023
Lanny Jaya,0,1.294,0.001,0.25,0,0.001,-,2023
Tolikara,0,0.881,-,0.145,0.003,-,-,2023
Mamberamo Tengah,0,0.45,0.002,0.288,0.001,-,-,2023
Yalimo,0,1.161,0.019,0.121,-,0.005,-,2023
Yahukimo,0,0.249,0.001,0.194,0.003,-,-,2023
Pegunungan Bintang,0,0.259,-,-,-,0,-,2023
,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Padi-Padian Per Kabupaten/kota (Satuan Komoditas),,,,,,,2024
,PADI-PADIAN,"Beras (beras lokal, kualitas unggul, impor)",Beras ketan,Jagung basah dengan kulit,Jagung pipilan/beras jagung/jagung titil,Tepung terigu,Padi-padian lainnya,2024
,2024,2024,2024,2024,2024,2024,2024,2024
Simeulue,0,1.806,0.006,0.006,-,0.007,-,2024
Aceh Singkil,0,1.787,0.004,0.019,0.004,0.028,0,2024
Aceh Selatan,0,1.791,0.005,0.021,0.001,0.022,-,2024
Aceh Tenggara,0,1.765,0.007,0.019,-,0.021,0.001,2024
Aceh Timur,0,1.666,0.004,0.02,0.001,0.022,-,2024
Aceh Tengah,0,1.756,0.005,0.01,-,0.042,-,2024
Aceh Barat,0,1.586,0.019,0.038,0.003,0.017,0.001,2024
Aceh Besar,0,1.566,0.004,0.028,0.001,0.019,0.001,2024
Pidie,0,1.836,0.013,0.006,0,0.015,0.001,2024
Bireuen,0,1.553,0.012,0.028,0,0.019,0.001,2024
Aceh Utara,0,1.458,0.016,0.02,0.001,0.023,-,2024
Aceh Barat Daya,0,1.75,0.005,0.013,0,0.021,0,2024
Gayo Lues,0,2.407,0.044,0.042,0.017,0.013,0,2024
Aceh Tamiang,0,1.435,0.005,0.015,0.003,0.03,-,2024
Nagan Raya,0,1.543,0.017,0.06,0.004,0.077,0.002,2024
Aceh Jaya,0,1.784,0.009,0.031,0,0.013,0.005,2024
Bener Meriah,0,1.868,0.023,0.008,0.001,0.057,0,2024
Pidie Jaya,0,1.807,0.008,0.012,0.001,0.025,-,2024
Kota Banda Aceh,0,1.122,0.001,0.039,0,0.022,0.002,2024
Kota Sabang,0,1.491,0.006,0.01,-,0.023,-,2024
Kota Langsa,0,1.285,-,0.019,0,0.014,0,2024
Kota Lhokseumawe,0,1.379,0.003,0.015,0,0.016,0,2024
Kota Subulussalam,0,1.67,0.002,0.02,-,0.021,-,2024
Nias,0,2.296,0.001,0.002,-,0.007,0.002,2024
Mandailing Natal,0,2.097,0.001,0.002,-,0.008,-,2024
Tapanuli Selatan,0,2.007,0.001,0.004,-,0.012,-,2024
Tapanuli Tengah,0,1.92,0.008,0.004,0.01,0.008,0,2024
Tapanuli Utara,0,1.997,0.004,0.007,-,0.014,-,2024
Toba Samosir,0,1.956,0,0.011,0.001,0.012,-,2024
Labuhan Batu,0,1.771,-,0.014,0,0.018,0.002,2024
Asahan,0,1.467,0.002,0.016,0.001,0.038,0.003,2024
Simalungun,0,1.581,0.003,0.027,0.008,0.027,0,2024
Dairi,0,1.951,0.003,0.009,0.002,0.009,0,2024
Karo,0,1.998,0,0.01,-,0.01,-,2024
Deli Serdang,0,1.528,0.003,0.018,0.003,0.028,0,2024
Langkat,0,1.554,0.006,0.016,0.006,0.037,0,2024
Nias Selatan,0,2.331,0.002,0,-,0.008,-,2024
Humbang Hasundutan,0,2.161,0,0.011,0.001,0.016,-,2024
Pakpak Bharat,0,2.046,0.004,0.006,0.001,0.013,-,2024
Samosir,0,2.082,0.003,0.012,-,0.011,-,2024
Serdang Bedagai,0,1.532,0.004,0.011,0.001,0.018,0.002,2024
Batu Bara,0,1.495,0.007,0.022,0.003,0.027,0.001,2024
Padang Lawas Utara,0,2.169,0,0.01,0.002,0.016,-,2024
Padang Lawas,0,2,0.003,0.006,-,0.012,-,2024
Labuhan Batu Selatan,0,1.78,0,0.003,0.002,0.03,-,2024
Labuhan Batu Utara,0,1.711,0.001,0.002,0.002,0.023,0,2024
Nias Utara,0,2.368,0.005,0.004,-,0.015,-,2024
Nias Barat,0,2.288,0.002,-,-,0.009,0,2024
Kota Sibolga,0,1.468,0,0.005,-,0.005,0,2024
Kota Tanjung Balai,0,1.457,0.002,0.029,0.004,0.027,0,2024
Kota Pematang Siantar,0,1.491,0.001,0.038,0.001,0.016,0.001,2024
Kota Tebing Tinggi,0,1.417,0.003,0.032,0.004,0.026,0.004,2024
Kota Medan,0,1.312,0.005,0.033,0.001,0.021,0,2024
Kota Binjai,0,1.383,0.003,0.023,0.001,0.04,0,2024
Kota Padangsidimpuan,0,1.673,0.003,0.008,-,0.005,0.001,2024
Kota Gunungsitoli,0,1.802,-,0.002,-,0.012,-,2024
Kepulauan Mentawai,0,1.293,0.011,0.003,-,0.037,0.002,2024
Pesisir Selatan,0,1.68,0.006,0.006,-,0.008,0,2024
Solok,0,1.819,0.001,0.002,-,0.019,-,2024
Sijunjung,0,1.702,0.011,0.008,0.002,0.008,0,2024
Tanah Datar,0,1.577,0.003,0.007,0,0.01,0.001,2024
Padang Pariaman,0,1.402,0.001,0.003,0.001,0.013,0.002,2024
Agam,0,1.493,0.002,0.009,0,0.019,0.001,2024
Lima Puluh Kota,0,1.801,0.005,0.008,0.002,0.004,0,2024
Pasaman,0,1.888,0.002,0.015,-,0.013,0.002,2024
Solok Selatan,0,1.777,0.014,0.026,0.001,0.029,0.001,2024
Dharmasraya,0,1.386,0.038,0.018,0,0.03,0.001,2024
Pasaman Barat,0,1.842,0,0.005,0.001,0.015,0,2024
Kota Padang,0,1.243,0.003,0.016,0,0.019,0,2024
Kota Solok,0,1.378,0.002,0.015,0.003,0.023,0,2024
Kota Sawah Lunto,0,1.401,0.007,0.024,0,0.031,0.002,2024
Kota Padang Panjang,0,1.233,0.002,0.005,0.001,0.025,0,2024
Kota Bukittinggi,0,1.315,0.001,0.015,0.003,0.016,0.001,2024
Kota Payakumbuh,0,1.287,0.006,0.006,-,0.016,0,2024
Kota Pariaman,0,1.201,0.001,0.011,0.001,0.017,0,2024
Kuantan Singingi,0,1.37,0.006,0.029,0.001,0.051,0,2024
Indragiri Hulu,0,1.37,0.001,0.015,0.002,0.047,0.001,2024
Indragiri Hilir,0,1.415,0.008,0.01,0.002,0.091,0.001,2024
Pelalawan,0,1.602,0.002,0.02,0.003,0.055,0,2024
Siak,0,1.44,0.002,0.029,0.005,0.061,0.001,2024
Kampar,0,1.315,0.003,0.018,0,0.03,0,2024
Rokan Hulu,0,1.788,0.009,0.011,0.002,0.032,-,2024
Bengkalis,0,1.447,0.003,0.02,0,0.06,0,2024
Rokan Hilir,0,1.519,0.002,0.014,0.004,0.043,0.001,2024
Kepulauan Meranti,0,1.459,0.004,0.015,0.001,0.089,0,2024
Kota Pekanbaru,0,1.122,0.008,0.019,0,0.022,0.002,2024
Kota Dumai,0,1.52,0.002,0.024,0.002,0.035,0.002,2024
Kerinci,0,1.738,0.005,0.061,0.003,0.021,0.001,2024
Merangin,0,1.545,0.038,0.015,-,0.028,-,2024
Sarolangun,0,1.611,0.032,0.017,-,0.045,-,2024
Batang Hari,0,1.388,0.005,0.014,0,0.095,0,2024
Muaro Jambi,0,1.403,0.006,0.012,0.002,0.121,0.001,2024
Tanjung Jabung Timur,0,1.44,0.01,0.023,0.001,0.112,0,2024
Tanjung Jabung Barat,0,1.295,0.005,0.026,0.002,0.119,0.001,2024
Tebo,0,1.636,0.009,0.014,0,0.072,0,2024
Bungo,0,1.419,0.021,0.022,0.003,0.04,-,2024
Kota Jambi,0,1.023,0.004,0.029,0.001,0.08,0.001,2024
Kota Sungai Penuh,0,1.541,0.003,0.035,-,0.022,0.001,2024
Ogan Komering Ulu,0,1.637,0.004,0.01,0.003,0.083,0.002,2024
Ogan Komering Ilir,0,1.686,0.012,0.053,0.002,0.137,-,2024
Muara Enim,0,1.568,0.024,0.039,0,0.126,0.001,2024
Lahat,0,1.85,0.009,0.034,0.001,0.091,0,2024
Musi Rawas,0,1.707,0.003,0.032,0.009,0.095,0.001,2024
Musi Banyuasin,0,1.532,0.01,0.035,-,0.12,0.002,2024
